slug,description
premium-hakik-jap-mala-purple-amethyst,"Item Name: Premium Hakik Jap Mala (Purple) Amethyst Material: Made from High-Quality Beads to maintain the purity of Jaap Mala. Bead size: 6 mm About Product: Premium Hakik Jap Mala (Purple) – Amethyst (SiO₂) for Spiritual Growth & Protection. This Premium Hakik Jap Mala , made from Amethyst (SiO₂) , is a powerful tool for meditation, spiritual awakening, and emotional healing. Known for its calming and protective properties, Amethyst enhances intuition, relieves stress, and promotes deep concentration during prayer and chanting. Uses of Amethyst Jap Mala: 🔹 Ideal for mantra chanting & meditation 🔹 Enhances spiritual awareness & intuition 🔹 Supports emotional healing & mental clarity 🔹 Helps in stress relief & relaxation 🔹 Strengthens focus & concentration Benefits of Amethyst Jap Mala: ✅ Calming Energy – Reduces anxiety and promotes peace ✅ Spiritual Growth – Connects to higher consciousness & divine energy ✅ Protection – Shields from negativity and enhances positive vibrations ✅ Better Sleep – Aids in relaxation and fights insomnia How to Use: 💜 Use for Japa (Mantra Repetition): Hold each bead while chanting a mantra 💜 Wear as a Necklace/Bracelet: Keep its energy close throughout the day 💜 Meditate with It: Hold the mala to enhance focus & spiritual connection 💜 Keep Under Pillow: Helps promote peaceful sleep and positive dreams. Premium Hakik Jap Mala | Purple Hakik Mala | Amethyst Jap Mala | Spiritual Healing Mala | Meditation Beads for Chanting | Amethyst Stone Benefits |"
premium-hanuman-chalisa-book,"Package Content: 1 Pc of Hanuman Chalisa Holy Book. Book Type: Papper Back About Hanuman Chalisa : The ""Book of Hanuman Chalisa"" is a meticulously curated edition that encapsulates the essence of devotion and reverence towards Lord Hanuman. This book serves as a comprehensive guide to understanding, reciting, and connecting with the Hanuman Chalisa—a 40-verse hymn composed by the saint-poet Tulsidas. Each verse, known as a ""chaupai,"" is not only presented in its original Sanskrit form but also accompanied by a meticulously translated English rendition. Hanuman Chalisa Book | Hanuman Chalisa | Spiritual Devotion Book | Hindu Prayer Book | Hanuman Ji Prayer | Hanuman Chalisa for Pooja | Devotional Text | Religious Chanting Book | Hanuman Ji Arati |"
premium-printed-backdrop-clothes-yellow,"Package Content: 1 Pc Beautiful Printed Backdrop Clothes for Pooja Decoration. Size: Length: 243.84 cm (8 feet), Width: 152.4 cm (5 feet). Use: For All Ceremonies and Celebrations, Particularly During Poojas for Satyanarayana and Haldi Functions. Quality: Made from Premium Taiwan Polyester fabric. About Product: Keep purity in mind we make sure to deliver you the best product with the best quality at a reasonable price. Stunning printed background Cloth is utilised for all ceremonies and celebrations, particularly during poojas for Satyanarayana and Haldi Functions. easy to clean and maintain. made from premium Taiwan Polyester fabric. It is simple to use and maintain because the fabric is washable. It can be cleaned with a household solution to remove any stains, and you may use it again for any occasion at home. Yellow pooja backdrop cloth | Premium printed backdrop for mandir | Festival decoration backdrop fabric | Traditional yellow backdrop cloth | Spiritual decor cloth yellow | Printed pooja background fabric |"
premium-pure-copper-panch-patra-puja-glass-and-spoon-small,"Item Name : Premium Pure Copper Panch Patra Puja Glass and Spoon Material : Made with High Quality of Copper. Size/Dimension : Glass - Height- 6.5 cm, Length- 7.1 cm Weight: 60 Grams About Product: The Pure Copper Panch Patra Worship Glass and Spoon Set is designed to enhance your spiritual rituals with its authentic, traditional craftsmanship. Made from high-quality, rust-resistant pure copper, it ensures durability and long-lasting shine. The set includes a beautifully crafted glass and spoon, both lightweight and easy to handle during pujas and homas. Its elegant, polished finish adds a touch of grace to your prayer space. Easy to clean and maintain, this set preserves its natural luster for years. Perfect for daily use or as a thoughtful gift, it elevates the sacredness of your religious practices Premium Copper Panch Patra | Copper Puja Glass | Small Copper Panch Patra | Copper Puja Spoon | Sacred Copper Glass | Copper Ritual Set | Puja Glass and Spoon | Copper Pooja Essentials | Small Copper Patra | Traditional Copper Rituals | Copper Glass for Pooja | Spiritual Copper Glass Set | Panch Patra Set for Puja | Pure Copper Ritual Set | Copper Puja Accessories"
premium-stainless-steel-3-tier-turtle-evil-eye-keychain-anti-rust-gift-1,"Item Name : Premium Stainless Steel 3 Tier Turtle Evil Eye Keychain Fengshui Evil Eye for protection against negative energies in home or workplace Ideal for organizing almirah, car, bike, and room keys Perfect gift for birthdays, Valentine's Day, Mother's Day, Thanksgiving, Christmas, and any occasion Lightweight and convenient to carry About Product: The Premium Stainless Steel 3 Tier Turtle Evil Eye Keychain – Anti-Rust Gift is a perfect blend of durability, style, and spiritual protection. Crafted from high-quality stainless steel, this keychain features a unique three-tier turtle design, adorned with the Evil Eye symbol. The turtle represents longevity and stability, while the Evil Eye offers protection from negative energies. The anti-rust feature ensures the keychain maintains its shine and quality over time. This keychain is not only a practical accessory for keys, bags, or cars but also makes for a meaningful and lasting gift. Premium Stainless Steel Turtle Keychain | 3 Tier Turtle Keychain | Evil Eye Keychain | Anti-Rust Keychain | Protective Turtle Keychain | Stainless Steel Evil Eye Keychain | Lucky Turtle Keychain | Durable Keychain Gift | Spiritual Protection Keychain | satvikstore Turtle Keychain"
premium-yellow-angvastra-patka-duppata-temple-and-ritual,"Item Name : Premium Yellow Angvastra/Patka/Duppata Temple and Ritual Color : Yellow Size : Height: 52cm (19-20 inch), 62cm (24-25 inch), 81cm (31-32 inch) About Product: Enhance your Ganesh Chaturthi celebrations with our exclusive collection of Patkas, Duppata, and Angvastras at Satvikstore.in. Our Patkas are meticulously crafted to grace your Ganesh idol with utmost respect and beauty. The Angvastra collection showcases a variety of divine outfits, symbolizing your devotion and admiration for the deity. Elevate your spiritual rituals and traditional attire with this Exquisite yellow Patka/Duppata/Angvastra. Crafted from premium quality fabric, this sacred cloth features rich yellow tones often associated with devotion, energy, and auspiciousness in Hindu culture. Whether draped over the shoulders during worship, tied as a headcloth, or offered to deities, this versatile piece blends tradition with elegance. yellow Patka | Angvastra | Spiritual Duppata | Ganesh Chaturthi pooja cloth | Ganesha Angvastra | Religious cloth for Ganapati celebration | Ganesh Chaturthi | yellow pakta for Ganesha | yellow color pakta | elephant design |"
prepossessing-brass-pooja-bell-ghanti,"Package Contains: 1 Pc of Prepossessing Brass Pooja Bell/Ghanti . Product Details : Material: Brass Small (4 Inch) Dimension: Height: 10 cm, Diameter: 4.75 cm, Weight: 80-85 grams Medium (4.5 Inch) Dimension: Height: 12 cm, Diameter: 5.2 cm, Weight: 120-125 grams Large (5.5 Inch) Dimension: Height: 13.5 cm, Diameter: 5.65 cm, Weight: 145-150 grams Uses: For Diwali Puja, Diwali Gifting, Occasional Events, Daily Pooja Description: Ringing bells are like a message to the whole world of a new day that starts with a visit to the temple/God making the start of the day- the best one. It is often called as Pooja bell or Ghanti. Handheld bells are held in the left hand and rung continuously while the various other Puja items are offered to God with the right hand. It is considered that the ringing bells ward off an evil spirit and is pleasant to God. Brass Pooja Bell is perfect to your home temple/aarti session and will have everyone mesmerized. The charming sound of this brass hand bell will reach out your prayers to the God and fill the atmosphere with divine sound and live music to the aarti during any Pooja/ceremony and also remove negative energy from your house/ office. Bring a shiny and beautifully crafted auspicious Pooja Bell Made up of Brass Material, Can Be Used for Worship At Home/Temple/Office, also an ideal gift for your loved one. Brass ghanti for temple | Aarti bell for puja rituals | Spiritual pooja accessories | Hindu temple bell | Indian pooja ghanti | Pure brass prayer bell | Brass bell for aarti | Pooja bell with handle | Traditional pooja bell | Brass ghanti for daily use | Puja bell | Brass puja bell | Ghanti for temple | Hindu prayer bell | Aarti bell |"
prepossessing-multicolor-lotus-shape-diya,"Item Name : Prepossessing Multicolor Lotus Shape Tea Light Diya Material :- Made of Virgin Quality Metal Dimensions: - Length - 9 cm & Height - 11.7 cm. Weight : 30 grams Approx. (Each Diya) Uses: Gifts for all Occasions. Festival Diwali Decoration, Mandir, Temple, Statue Housewarming New Home/ House Inauguration, Kirtan, Diwali Deepawali Poojan Pujan. Indian Gifts items, Navratri Decoration,hindu wedding, housewarming return Gifts , corporate gift, mother’s day gift, Diya metal Diya oil lamp, Pooja article Puja samagari. About Product: Satvik Presents Decorative Multicolor Lotus Metal Diya used for lighting lamp using cotton wicks or candle Tea Light. It is an integral custom or tradition to start all the auspicious events by lighting the lamp to create a spiritual atmosphere. Diyas are an essential part of Indian Festive Occasions or Diwali decorations. To considering this we came with beautiful range of Diwali Collections. You can decor your home on the Diwali festival with Diya, Tea-light holders, oil lamp, earthen diya, traditional diya, natural diya, colorful diya, designer diya, clay diya, terracotta diya, plain diya, stone diya, metal diya, shadow diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord ganesha, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. Multicolor Diya | Lotus Shape Diya | Colorful Diya | Lotus Oil Lamp | Traditional Diya | Pooja Diya | Spiritual Lamp | Decorative Diya | Hindu Ritual Lamp | Lotus Pooja Light | Colorful Brass Diya |"
pretty-red-velvet-puja-aasan,"Item Name : Pretty Red Velvet Puja Aasan (36.5 x 36.5 Cms) Set of 4 Material : Velvet Size : Height: 36.5 Cm, Length: 36.5 Cm About Product: Pooja Aasan or Prayer Mat or Aasan or also called Holy Vastra for Worship is a Very Important and most needed part of any pooja puja in Hindu Religion. This Beautiful Aasan Mat is used for placing the holy Fabric on Chowki, tables, deity thrones, and wooden bajot, It is used as a backdrop for all deity idols to brighten the aura. You are also used as a curtain for the mandir. These Puja Aasans are high-quality Valvet and to make the design more Attractive there are Golden borders all over the borders, You can make your Puja Room brighten by using these aasanas. These can be easily incorporated in varied home settings. we have two sizes in these areas small and big. You keep this as a throne under idols. It is used during religious functions, ceremonies, weddings, and prayer rituals. Multipurpose aasan made from velvet cloth has an attractive golden border that brings a bright aura to your home temple mandir during any festival occasion puja pooja Red Velvet Puja Aasan | Velvet prayer mats | Puja Aasan set of 4 | Red velvet pooja mats | Prayer mat for pooja | Puja seating mat set | Velvet pooja aasan | Red velvet aasan for worship | Spiritual prayer mats | Comfortable puja aasan |"
printed-stainless-steel-aarti-plate-set,"Package Contains: 1 Pc Puja Thali Set (Thali, Incense Holder, Diya, Bowl) Product Dimension : Length- 27 cm Perfect for worship place as well as special occasions/ festivities. Add an element of spirituality to your home decor. It is made up of Stainless Steel. It is Silver in colour. This product adds elegance to your home decor. One of the best gifting option for any occasions like corporate gift, kitty party, house warming party, diwali, return gift for wedding, rakhi, karwa chauth, makar sankranti , pongal , lohri and other festivals . Very economical and yet elegant choice. About the Product: Experience serenity in your sacred rituals with our 'Stainless Serenity' Elegant Printed Pooja Aarti Thali Set. Crafted from high-quality stainless steel, this exquisite ensemble blends elegance with spirituality. Adorned with intricate prints, the thali set adds an artistic touch to your worship. Elevate your prayers and aarti with this thoughtfully designed set, bringing a harmonious balance of sophistication and spirituality to your sacred space. printed aarti plate set | stainless steel pooja thali | designer aarti plate | spiritual pooja set | religious aarti thali | festive pooja plate | traditional thali set | decorative stainless thali | aarti thali with print | pooja thali for home mandir |"
printed-stainless-steel-aarti-thali-ensemble,"Package Contains: 1 Pc Puja Thali Set (Thali, Incense Holder, Diya, Bowl) Intricate Peacock Design: Adorned with an intricate peacock motif, the thali captures the regal charm and grace associated with this majestic bird. The detailed craftsmanship adds a touch of sophistication to your puja rituals. Ideal Gift: Surprise your loved ones with the gift of tradition and elegance. The Satvik Peacock Puja Thali makes for a thoughtful and meaningful present, symbolizing blessings, prosperity, and the spirit of togetherness. Perfect for worship place as well as special occasions/ festivities. Add an element of spirituality to your home decor. It is made up of Stainless Steel. It is Silver in colour. This product adds elegance to your home decor. About the Product: Experience serenity in your sacred rituals with our 'Stainless Serenity' Elegant Printed Pooja Aarti Thali Set. Crafted from high-quality stainless steel, this exquisite ensemble blends elegance with spirituality. Adorned with intricate prints, the thali set adds an artistic touch to your worship. Elevate your prayers and aarti with this thoughtfully designed set, bringing a harmonious balance of sophistication and spirituality to your sacred space. printed stainless steel aarti thali | pooja thali set | designer aarti thali | decorative stainless pooja thali | spiritual thali ensemble | aarti plate with print | traditional pooja thali | stainless steel pooja set | festive pooja plate | religious aarti thali set |"
protective-evil-eye-wall-hanging,"• Item Name: Protective Evil Eye Wall Hanging – Bring Luck & Ward Off Negativity • Material: High-Quality Glass Evil Eye, Thread • Package Contains: 1 Evil Eye Wall Hanging • Features: Protects against negative energy | brings good fortune and positive vibes | enhances home décor | easy to hang | perfect for home, office, or car | makes a thoughtful gift • Gifting: Ideal for housewarming, spiritual occasions, or as a thoughtful protection gift About Product: The Protective Evil Eye Wall Hanging is an ancient symbol known to ward off negativity and bring prosperity. Crafted from high-quality glass, this hanging piece enhances your décor while offering protection and attracting positive energy. Ideal for your home, office, or car, this piece can also be a meaningful gift that brings both charm and spiritual benefits. protective evil eye wall hanging | evil eye charm for luck | good fortune wall hanging | spiritual protection decor | lucky evil eye hanging | home protection charm | glass evil eye decor | positive energy wall hanging | vastu evil eye charm | spiritual gift idea | decorative evil eye wall hanging"
puja-aasan-45-72x45-72cm-18-x-18-inch-set-of-4,"Item Name: Puja Aasan 45.72x45.72cm (18 x 18 Inch) Set of 4 Size: 18 x 18 Inch Package contains: 4pc Puja Aasan About Product: This set of 4 Puja Aasan cushions, each measuring 45.72x45.72cm (18x18 inches), offers comfortable seating for meditation, prayer, or puja rituals. Crafted with durable fabric and soft padding, these aasan cushions provide support for extended devotional practices, enhancing focus and serenity during spiritual routines. Ideal for home altars, temples, or spiritual gatherings. Each cushion is easy to carry and maintain, making them perfect for both daily use and special occasions. Bring comfort and devotion together with this beautiful set of puja aasans. Puja Aasan Set | Devotional Seat Cushion | Meditation Cushion | Prayer Seat | Spiritual Comfort | Puja Accessories | Cushion for Puja | Set of 4 Cushions"
puja-aasan-71x71cm-28-x-28-inch-set-of-4,"Item Name : Puja Aasan 71x71cm (28 x 28 Inch) Set of 4 Size: (28 x 28 Inch) Package Contains : 4pc Puja Aasan 71x71cm About Product: This set of 4 large Puja Aasan cushions, each measuring 71x71cm (28x28 inches), provides spacious and comfortable seating for meditation, prayer, or puja rituals. Made with durable fabric and soft padding, these cushions support long hours of spiritual practice, helping devotees maintain focus and tranquility. Perfect for home altars, temples, or spiritual events. Designed for ease of use and maintenance, these cushions combine comfort and devotion beautifully. Upgrade your puja experience with this elegant set of large puja aasans. Large Puja Aasan Set | Devotional Seat Cushion | Meditation Cushion | Prayer Seat | Spiritual Comfort | Puja Accessories | Cushion for Puja | Set of 4 Cushions"
puja-oil-for-sacred-moments-with-goodness-of-sesame,"Item Name: Puja Oil for Sacred Moments: With Goodness of Seasame Material: Original Seasame Oil. Pack Size: 1) 450 ml 2) 900 ml About The Product: Elevate your daily puja and aarti rituals with our Puja Oil, carefully crafted with the divine goodness of sesame. This sacred elixir is the perfect addition to your mandir, enhancing the sanctity of your spiritual moments. Infused with the purity of sesame, it helps you create an atmosphere of reverence and devotion, turning every puja into a sacred experience. Puja Oil | Sesame Oil for Pooja | Sacred Pooja Oil | Oil for Spiritual Rituals | Oil for Lighting Diyas | Sacred Oil for Worship | Sesame Oil for Prayers | Pure Pooja Oil | Ritual Oil for Idols | Sacred Oil for Lighting | Pooja Oil for Goodness | Divine Sesame Oil | Oil for Religious Ceremonies | Pure Sesame Oil for Pooja | Pooja Oil for Sacred Moments | Oil for Spiritual Practice | Oil for Rituals | Natural Puja Oil |"
puja-thali-set-6-pc,"Item name: Complete Set of Brass Puja Thali Material: This set is made from High-Quality Brass which makes the product Durable, Long Lasting, and Sturdy. Dimensions: Thali Diameter: 26.6cm (10.5Inch) Package Content: 6 Pc set(1 Puja Thali, 1 Ghanti,1 Puja Bowl, 1 Agarbatti Holder, 1 Roli/ Chawal Container, 1 Brass Kuber Diya). About Product: If you're searching for Indian decor to add something unique to your home, the beautiful Hindu Puja Thali beautiful peacock design can easily be used as a display piece, even if you are not of the Hindu faith. For a bit of background, this piece is known as a thali, a traditional Indian serving tray. It may be filled with offerings and placed at a temple in a home as a part of puja or prayers. You can display the thali platter on a plate stand on a shelf or table and share some of the beauty and spirituality of Hindu religious practices with your friends and family. Puja Thali Set 6 Pc | Pooja thali set | Complete pooja set | 6-piece puja thali set | Traditional puja thali set | Pooja accessories set | Puja thali with diya | Pooja samagri set | Ritual thali set | Puja thali for rituals | Thali set for worship | Pooja kit | Pooja thali for temple | Decorative puja set | Spiritual thali set |"
pure-brass-aarti-akhand-diya-with-ring-holder,"Item Name: Pure Brass Aarti Akhand Diya. Material: Made with Virgin Quality of Brass. Dimensions: Small: Height: 4.4cm, Length: 8.2cm Medium: Height: 5cm, Length: 8.5cm, Weight: 65 Grams Large: Height: 6cm, Length: 11.5cm Xlarge: Height: 7cm, Length: 13cm About product: Diyas are an essential part of Diwali decoration. This is beautiful Page Rank 1 product.To considering this we came with the beautiful range of Diwali Collections. You can decor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen Did / diya, traditional diya, natural diya, colorful diya, designer diya, clay diya, terracotta diya, plain diya, stone diya, metal diya, shadow diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord ganesha, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. pure brass aarti diya | akhand diya with ring holder | brass oil lamp | continuous lighting diya | pooja diya | traditional aarti lamp | spiritual lighting | decorative brass diya | handmade aarti lamp | pooja essentials |"
pure-brass-akhand-payali-diya-available-in-6-sizes,"Item Name: Vintage Brass Akhand Diya Material: Made from High Quality Brass which makes it Long Lasting. Size/Dimension: (Available in 6 Sizes) Size-0 - Dia: 5 cm, Height: 4 cm, Weight: 30 Grams Size-1 - Dia: 6 cm, Height: 4.5 cm, Weight: Grams Size-2 - Dia: 6.8 cm, Height: 5.5 cm, Weight: 40 Grams Size-3 - Dia: 8 cm, Height: 6.5 cm, Weight: 60 Grams Size-4 - Dia: 8.8 cm, Height: 6.8 cm, Weight: 70 Grams Size-5 - Dia: 5 cm, Height: 4 cm, Weight: 100 Grams About Product: A Brass Pyali shape AKHAND Designer Diya will add more beauty to your home décor and festivities. Carved beautifully out of Brass for this festival Diyas are an essential part of Diwali decoration. To considering this we came with the beautiful range of Diwali Collections. You can décor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen Diya, traditional Diya, natural Diya, colorful Diya, designer Diya, clay Diya, terracotta Diya, plain Diya, stone Diya, metal Diya, shadow Diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi Ganesh statue, laxmi diya, lakshmi, lord Ganesh, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. Pure Brass Diya | Akhand Payali Diya | Brass Diya | Religious Diya | Traditional Brass Lamp | Multi-size Diya | Pooja Diya | Brass Oil Lamp | Handcrafted Diya | Indian Temple Diya |"
pure-brass-crystal-glow-chimney-diya,"Item Name: Pure Brass Crystal Glass Diya. Material: Made from High Quality Metal with Crystal Stone which gives good Reflection due to crystal stone. Sizes: Size 1: Height: 11.4 cm (4.5 Inch), Length: 6.3 cm, Weight: 146g(Approx.) Size 2: Height: 14.3 cm (5.5 Inch), Length: 7.7 cm, Weight: 213g(Approx.) Size 3: Height: 16.5 cm (6.5 Inch), Length: 8.6 cm, Weight: 270g(Approx.) Size 4: Height: 19.5 cm (7.6 Inch), Length: 10.5 cm, Weight: 436g(Approx.) About Product: A Brass crystal pillar shape AKHAND Designer Diya will add more beauty to your home decor and festivities. Carved beautifully out of Brass for this festival Diyas are an essential part of Diwali decoration. To considering this we came with the beautiful range of Diwali Collections. You can decor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen diya, traditional diya, natural diya, colorful diya, designer diya, clay diya, terracotta diya, plain diya, stone diya, metal diya, shadow diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord ganesha, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. Pure Brass Diya | Crystal Glow Diya | Brass Chimney Diya | Religious Pooja Lamp | Hindu Ritual Diya | Temple Diya | Brass Oil Lamp | Spiritual Lighting | Traditional Diya | Elegant Brass Diya | Home Decor Diya |"
pure-brass-divine-medium-narmadeshwar-shivling,"Item Name : Pure Brass Big Narmada Shivlinga with De-attachable Trishul, Sheshnag and Kalash Size : Height: 4.5 to 5 Inch, Length: 8 Cm Shivling Size - Medium Weight : 66 Grams (Each) Made from high quality brass material to make the shiv linga durable and sturdy About Product : Shiv Linga idols brings peace & prosperity, gives positive strength and also it is considered to relieve a person from physical, spiritual and psychological disorders. Shivling in general symbolize the union of mind and soul. It also physically symbolizes the male and the female reproductive organs in a state of bliss. A Shivling in general symbolizes the union of mind and soul. It also physically symbolizes the male and the female reproductive organs in a state of bliss. A Shivling means the combination of 'Shav' or the body which Lord Shiva gives and 'Shakti' or the power of the soul. Daily puja of Shivlings to achieve success in life. This Shivlings also helps in maintaining the cordial relation between husband and wife. Couples who keep Shivling in their home are blessed with Lord Shiva. This Brass Lord Shivling is a must in every home. Pure Brass Narmadeshwar Shivling | Medium Narmadeshwar Shivling | Brass Shivling for pooja | Divine Narmadeshwar Shivling | Medium brass Shivling for worship | Narmadeshwar Shivling idol | Lord Shiva brass Shivling | Shivling for home temple |"
pure-brass-divine-small-narmadeshwar-shivling,"Item Name: Pure Brass Small Narmada Shivlinga with De-attachable Trishul, Sheshnag and Kalash Size: Height: 4.5 to 5 Inch, Length: 8 Cm Weight: 64 Grams (Each) Made from high quality brass material to make the shiv linga durable and sturdy. About Product: Shiv Linga idols brings peace & prosperity, gives positive strength and also it is considered to relieve a person from physical, spiritual and psychological disorders. Shivling in general symbolize the union of mind and soul. It also physically symbolizes the male and the female reproductive organs in a state of bliss. A Shivling in general symbolizes the union of mind and soul. It also physically symbolizes the male and the female reproductive organs in a state of bliss. A Shivling means the combination of 'Shav' or the body which Lord Shiva gives and 'Shakti' or the power of the soul. Daily puja of Shivlings to achieve success in life. This Shivlings also helps in maintaining the cordial relation between husband and wife. Couples who keep Shivling in their home are blessed with Lord Shiva. This Brass Lord Shivling is a must in every home. Pure Brass Narmadeshwar Shivling | Small Narmadeshwar Shivling | Brass Shivling for pooja | Divine Narmadeshwar Shivling | Small brass Shivling for worship | Narmadeshwar Shivling idol | Shivling for home temple | Lord Shiva brass Shivling | Brass Shivling for spiritual rituals | Narmadeshwar Shivling for worship |"
pure-brass-gopal-ji-bhog-thali-set,"Item Name: Brass Bhog Pooja Thali. Material: Made of High Quality Brass. Dimensions: Height: 1,3cm Dia: 8.3 cm. Weight: 30-35 Grams (Each Thali) About Product: If you're searching for Indian decor to add something unique to your home, the beautiful Hindu Puja Thali beautiful Brass thali design can easily be used as a display piece, even if you are not of the Hindu faith. For a bit of background, this piece is known as a thali, a traditional Indian serving tray. It may be filled with offerings and placed at a temple in a home as a part of puja or prayers. You can display the thali platter on a plate stand on a shelf or table and share some of the beauty and spirituality of Hindu religious practices with your friends and family. Pure Brass Gopal Ji Bhog Thali | Brass Bhog Thali Set | Gopal Ji Pooja Thali | Brass Thali for Lord Krishna | Gopal Ji Offering Tray | Bhog Thali for Pooja | Brass Bhog Tray for Rituals | Pooja Thali Set | Brass Thali for Krishna Worship | Gopal Ji Puja Thali | Brass Pooja Thali for Offerings | Sacred Brass Thali Set | High-Quality Gopal Ji Thali | Brass Worship Tray | Religious Brass Thali Set | Traditional Bhog Thali | Brass Plate for Pooja | Brass Offering Tray"
pure-brass-kanchdeep-akhand-chimney-diya,"Item Name: Pure Brass Kanchdeep Akhand Chimney Diya. Material: Made from High Quality Metal and Glass. Sizes: Size 1: Height: 12 cm (5 Inch), Día: 6.5 cm, Weight: 141g(Approx.) Size 2: Height: 13.5 cm (6 Inch), Día: 7 cm, Weight: 177g(Approx.) Size 3: Height: 17 cm (7 Inch), Día: 9 cm, Weight: 286g(Approx.) Size 4: Height: 19.5 cm (8 Inch), Día: 11 cm, Weight: 495g(Approx.) About Product: A Brass Kanchdeep Akhand Chimney Diya pillar shape AKHAND Designer Diya will add more beauty to your home décor and festivities. Carved beautifully out of Brass for this festival Diyas are an essential part of Diwali decoration. To considering this we came with the beautiful range of Diwali Collections. You can decor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen Diya, traditional Diya, natural Diya, colorful Diya, designer Diya, clay Diya, terracotta Diya, plain Diya, stone Diya, metal Diya, shadow Diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord ganesha, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. Pure Brass Diya | Akhand Chimney Diya | Brass Kanchdeep Diya | Continuous Light Diya | Religious Pooja Lamp | Temple Diya | Traditional Brass Diya | Spiritual Lighting | Indian Diya | Home Decor Diya | Brass Oil Lamp |"
pure-brass-kuber-akhand-diya-big,"Item Name: Pure Brass Kuber Akhand Diya Big Material: Made with High and Best Quality of Brass. Dimension: Large: Height: 4cm, Length: 11cm, Weight of Large Diya: 170 g Extra Large Diya : Height: 4.5cm, Length: 11.5cm Weight of Extra Large Diya: 216 g Super Large: Height: 5cm, Length: 13cm Weight of Super Large Diya: 344g About Product: Diya are an essential part of Diwali decoration. This is beautiful Page Rank 1 product. To considering this we came with the beautiful range of Diwali Collections. You can decor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen Did diya, traditional diya, natural diya, colorful diya, designer diya, clay diya, terracotta diya, plain diya, stone diya, metal diya, shadow diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord Ganesh, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. Kuber Akhand diya | big brass akhand diya | pure brass diya | long burning diya | brass oil lamp | pooja diya for temple | uninterrupted flame diya | spiritual brass lamp | Akhand deep diya | Lakshmi Kuber diya |"
pure-brass-lakshmi-diya,"Item Name: Pure Brass Lakshmi Diya Material: Made of 100% Pure Virgin Brass. Sturdy, Durable and Long Lasting. Dimensions: Diameter: 6.5 cm , Height: 2 cm. Weight : 50 Grams (Each Diya) About Product: Diyas are an essential part of Diwali decoration. This is beautiful Page Rank 1 product.To considering this we came with the beautiful range of Diwali Collections. You can decor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen Did / diya, traditional diya, natural diya, colorful diya, designer diya, clay diya, terracotta diya, plain diya, stone diya, metal diya, shadow diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord ganesha, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. Lakshmi brass diya | pure brass oil lamp | traditional pooja diya | Lakshmi deepam | Diwali brass diya | goddess Lakshmi diya | temple diya | brass Lakshmi lamp | spiritual diya for pooja | Indian festival diya |"
